"term","estimate","std.error","statistic","p.value"
"(Intercept)",-37.7820298663975,26.3292165714843,-1.43498496295242,0.151298210125013
"id",1.75142729785486e-07,3.0153546986954e-08,5.80836244111721,6.35028469776892e-09
"host_since",-0.00146677181406152,0.000363025345720984,-4.04041158930224,5.34444521910053e-05
"host_response_timeN/A",-3.11567476887615,2.64758610740584,-1.1767982768005,0.239282145652368
"host_response_timewithin a day",4.15336580192791,2.34966768534435,1.76763966574245,0.0771278188032037
"host_response_timewithin a few hours",5.30792137873557,2.59686182391101,2.04397528195843,0.0409616957614718
"host_response_timewithin an hour",3.46197787360792,2.62456528631273,1.31906715815467,0.187153255356098
"host_response_rate",-0.469572000423541,0.259162571996486,-1.81188200443507,0.0700109761898506
"host_is_superhostt",9.75820047519438,0.717198772373423,13.6059916038361,4.4548281984559e-42
"host_total_listings_count",0.0787520002939067,0.00311996546701798,25.2413051126418,1.27606874061178e-139
"zipcode75000",40.046037094822,31.8017116485228,1.25924156339183,0.207949509886109
"zipcode75001",59.0489230932719,25.3387806198867,2.33037745498015,0.0197905294566259
"zipcode75002",47.6797338470617,25.3623937904642,1.87993823615295,0.0601228371521399
"zipcode75003",49.8501551010581,25.2587110150691,1.9735827006896,0.048435212752675
"zipcode75004",55.8917968792821,25.1539007965231,2.22199321415022,0.0262886303498224
"zipcode75005",28.5283970676084,25.10935490476,1.13616606941185,0.25589301222931
"zipcode75006",42.1178186269729,25.3186239100886,1.66351136525198,0.0962169585173976
"zipcode75007",42.8470485308782,25.3203222950308,1.69219996616264,0.0906146541767855
"zipcode75008",54.0210248601787,25.326540488824,2.13298081054603,0.0329316004504502
"zipcode75009",37.588463413469,25.3109485044659,1.48506735758389,0.137532863531112
"zipcode75010",29.0010381548656,25.2999293177704,1.14628929553948,0.251681458606982
"zipcode75011",28.2825569462624,25.2564394875516,1.11981567949047,0.262798187777899
"zipcode75012",19.6306410940542,25.1922087756588,0.779234614513902,0.435845548938949
"zipcode75013",2.93196038080148,25.1478033939528,0.116589124500095,0.90718616746166
"zipcode75014",14.9280322162828,25.1794799502014,0.592864993471138,0.553274434185563
"zipcode75015",34.2993192461685,25.4509078475785,1.34766584561862,0.177772547246618
"zipcode75016",70.0679415940639,26.4057822003551,2.65350751825566,0.00796874856704717
"zipcode75017",45.399523454978,25.3801038161727,1.78878399331245,0.0736562155203004
"zipcode75018",20.1242382282885,25.3695099286567,0.793245052225338,0.427639172474783
"zipcode75019",17.7507652766814,25.3266525330513,0.700872934293888,0.483385876871552
"zipcode75020",16.4516145937044,25.3500771587969,0.648976904119418,0.516356558352334
"zipcode75106",73.3742001777564,50.8254942661059,1.44364951560712,0.148844427925714
"zipcode75116",62.0485751719491,26.2783599621987,2.36120424795177,0.0182198575815233
"property_typeBed and breakfast",21.0596907176751,3.10957804045727,6.77252361692721,1.28079127146633e-11
"property_typeBoutique hotel",63.2446987149426,2.45821292070858,25.7279172939634,6.12752259726534e-145
"property_typeCondominium",0.195433000937188,1.31575210550588,0.148533299030556,0.881922562412405
"property_typeHotel",17.2140595802716,3.69801144134996,4.6549503302747,3.24965595902499e-06
"property_typeHouse",30.5169679341937,1.97462765243873,15.4545429851062,9.61351195153364e-54
