"term","estimate","std.error","statistic","p.value"
"(Intercept)",3.39135481227473,0.0530616287202255,63.9135076338515,0
"id",1.19332619267151e-09,6.29060476128515e-11,18.9699756693619,3.02046358453171e-80
"host_since",-1.64928938626143e-05,7.54774570405117e-07,-21.8514169783992,7.53581733221247e-106
"host_response_timeN/A",-0.0245000451655588,0.00557341504853224,-4.39587666667869,1.10326567089742e-05
"host_response_timewithin a day",0.0556450591474219,0.00494547456694809,11.2517127313347,2.27138023986719e-29
"host_response_timewithin a few hours",0.0701313436796224,0.00546678412823102,12.8286286845418,1.1335271941909e-37
"host_response_timewithin an hour",0.0496983251411416,0.00551750843975457,9.00738543199261,2.11027336874126e-19
"host_response_rate",-0.00625743087090997,0.000533455335759882,-11.7299995921806,8.94591059175802e-32
"host_is_superhostt",0.0898055145974344,0.00141555577237137,63.4418765761453,0
"host_total_listings_count",0.000399680867229322,4.28427683404656e-06,93.2901590422714,0
"zipcode75000",0.291679502327647,0.0675284634500925,4.31935642283961,1.5648487644103e-05
"zipcode75001",0.42649777355866,0.0506127243610125,8.42669069770913,3.55578117618651e-17
"zipcode75002",0.332371747436504,0.0506780180662901,6.55849932808619,5.43519520382103e-11
"zipcode75003",0.390616234771491,0.0505127809657485,7.73301780862865,1.05026598227412e-14
"zipcode75004",0.432681108098372,0.050330725460286,8.59675882160259,8.1999063669269e-18
"zipcode75005",0.221626767061445,0.0502056584815512,4.41437825465201,1.01300704264835e-05
"zipcode75006",0.32172821053107,0.0505691702258431,6.36214138168026,1.98960171575066e-10
"zipcode75007",0.314112163350841,0.0506028218012126,6.2074040966489,5.38669605506572e-10
"zipcode75008",0.393949236299235,0.0506439459304521,7.77880216601278,7.32144496340337e-15
"zipcode75009",0.260026234839691,0.0506558296223366,5.13319467430127,2.84864987283089e-07
"zipcode75010",0.180564199188087,0.0506685347852692,3.56363569527538,0.000365753483006423
"zipcode75011",0.135335232849177,0.0505863583043029,2.67533061057818,0.00746555886885486
"zipcode75012",0.0297875338969543,0.0504654520038812,0.590255961537081,0.55501905909411
"zipcode75013",-0.0413266992678873,0.050307468105996,-0.821482392650202,0.411371549285527
"zipcode75014",0.0908247491614801,0.0503658093070256,1.80330169238065,0.0713408470009804
"zipcode75015",0.213958664229108,0.0509338379034517,4.20071750011613,2.66070420411416e-05
"zipcode75016",0.539710173730538,0.0524775158980514,10.2845983559709,8.26860902893564e-25
"zipcode75017",0.350070822251772,0.0507785870305182,6.89406387068977,5.42206604027103e-12
"zipcode75018",0.0174105780172578,0.0508489805994882,0.342397778913055,0.732051559770058
"zipcode75019",-0.0191734759388585,0.0507372291089984,-0.377897576898971,0.705506682563171
"zipcode75020",-0.0287296369838236,0.0508731106275767,-0.564731281995761,0.572256553561131
"zipcode75106",0.561424998874806,0.112995724215852,4.96855082589086,6.74551206218133e-07
"zipcode75116",0.450555368421282,0.0522617207353159,8.6211353564717,6.62934902170079e-18
"property_typeBed and breakfast",0.34217726115277,0.00691058051872152,49.5149807206173,0
"property_typeBoutique hotel",0.658507084858832,0.00429939102115187,153.162873909154,0
"property_typeCondominium",0.00391111882653502,0.00282597232755937,1.38399049006712,0.166361366692053
"property_typeHotel",0.316451807505649,0.00839919324959689,37.6764527379861,0
"property_typeHouse",0.250629370573441,0.00348965339164286,71.820706083205,0
"property_typeLoft",0.173585557330061,0.00257002541744075,67.5423504188213,0
"property_typeOther",0.163913959576767,0.00637452761006115,25.713899068859,8.17263339730972e-146
"property_typeServiced apartment",0.151217241852774,0.00388707239564505,38.9026049584753,0
"room_typePrivate room",-0.295357859051774,0.00184431187426231,-160.145289510708,0
"room_typeShared room",-0.587214027366669,0.00754281463344392,-77.8507832822821,0
"accommodates",0.135982321272939,0.000417456545562766,325.740062572557,0
"bathrooms",-0.148246593894169,0.000741451338731922,-199.941096805772,0
"bedrooms",0.142576408362521,0.000757575635960909,188.200889250718,0
"bed_typePull-out Sofa",-0.0127990867166716,0.00502731911037211,-2.54590696068312,0.0108994234221856
"bed_typeReal Bed",0.13610095073689,0.00447201379362847,30.4339291016501,1.95487727088450e-203
"guests_included",0.00412876442915448,0.000420323757543421,9.82281956481598,8.97961676612712e-23
"minimum_nights",-0.00257367720387474,0.000205547999058256,-12.5210520932646,5.72709254291175e-36
"number_of_reviews",-0.00130675980588423,1.44353618322429e-05,-90.5249082822051,0
"review_scores_rating",0.0502776464054866,0.000614709739571753,81.7908732672973,0
"cancellation_policymoderate",-0.000839547760800926,0.00116109067894619,-0.723068211660183,0.469637977951301
"cancellation_policystrict",0.0759908368605792,0.0011277694601261,67.3815345665436,0
"beds",-0.0118200238801357,0.000517177782123223,-22.8548562771003,1.30760553235775e-115
"summary_l",-0.000146433271293422,3.25460383232379e-06,-44.9926561995316,0
"l_quArchives",0.110555268730374,0.00922773894745399,11.9807538292874,4.4822924968673e-33
"l_quArts-et-Metiers",-0.0494037982075471,0.00921379987346928,-5.36193523692685,8.23350612693627e-08
"l_quAuteuil",-0.178402085544411,0.015968377661004,-11.1722110618715,5.57749424631597e-29
"l_quBatignolles",-0.159949795908017,0.00836714881323635,-19.1164038644784,1.84390948807273e-81
"l_quBelleville",0.0153331166370591,0.00813823362758553,1.88408410703345,0.0595535996314062
"l_quBonne-nouvelle",0.0279942521591273,0.00967812422238996,2.89252870864828,0.00382154255221675
"l_quBonne-Nouvelle",-0.0409373398689639,0.0092071853877735,-4.44623825249851,8.73870271708867e-06
"l_quChaillot",0.154227176004323,0.0148766377111681,10.3670721166075,3.50087141621069e-25
"l_quChamps-Elysées",0.229724334699361,0.00770442029422647,29.8172121881138,2.33736212948073e-195
"l_quCharonne",-0.0364657991439757,0.00866932060561477,-4.20630413879933,2.59580846408139e-05
"l_quClignancourt",0.0990918717366185,0.00725734781251683,13.6540061598968,1.91078409910252e-42
