Mathieu est accueillant est flexible sur les horaires. L'appart est très cosy et conforme à la description et aux photos.,1,french,fr-en,Mathieu is friendly flexible schedules. The apartment is very cosy and conform to the description and to the photos.
"Appartement qui correspond à la description, avec petite terrasse bien sympathique. Le logement est très calme, propre sans aucun bruit. Math a été accueillant. Logement a recommandé car très confortable ",1,french,fr-en,"Apartment that matches the description, with small terrace very nice. The accommodation is very quiet, clean without any noise. Math has been welcoming. Accommodation is recommended as it's very comfortable "
"Le logement est nickel : agréable à vivre,
propre, super bien rangé et parfaitement situé ! Mathieu est très arrangeant pour la remise des clés. Il est dispo et super sympa. Un grand merci !",1,french,fr-en,"The housing is nickel and pleasant to live in,
clean, super tidy and perfectly located ! Mathieu is very accommodating for the keys. It is available and super nice. A big thank you !"
"Appart conforme aux photos, propre, litterie confortable. 
Terrasse bien agréable, au calme. 

Pas super bien équipé pour faire la cuisine en revanche. Pas de micro ondes. ",1,french,fr-en,"Apartment consistent with the pictures, clean, litterie comfortable. 
Sun terrace is nice, quiet. 

Not super well equipped for cooking, however. No microwave. "
"excellente communication, appart très sympa ",1,french,fr-en,"excellent communication, apartment very nice "
"Parfait pour un court séjour tranquille dans Paris.
La terrasse est vraiment appréciable !! ",1,french,fr-en,"Perfect for a short quiet stay in Paris.
The terrace is really enjoyable !! "
"Logement super en tous points, confortable, calme, très propre. Math est très accueillant et disponible, je recommande vivement ! ",1,french,fr-en,"Accommodation excellent in all respects, comfortable, quiet, very clean. Math is very welcoming and available, I highly recommend it ! "
"Math est super sympa. Arrangeant. L'appartement est bien situé, propre, fonctionnel. Super",1,french,fr-en,"Math is super cool. Arranging. The apartment is well located, clean, functional. Super"
"Hôte disponible.
Appartement propre et soigné.",1,french,fr-en,"Host available.
Apartment clean and neat."
"Appartement très sympa, proche de tout, calme.
Parfait pour 2 personnes. 
",1,french,fr-en,"Apartment very nice, close to everything, quiet.
Perfect for 2 people. 
"
"Superbe petite appartement, tres confort et """"cosy"""". Super accueil de Matt ^^",1,french,fr-en,"Beautiful little apartment, very comfortable and ""cozy"". Super welcome Matt ^^"
"L'appartement est très agréable, très propre et Math est sympathique et arrangeant. Je recommande !",1,french,fr-en,"The apartment is very nice, very clean and the Math is friendly and accommodating. I recommend !"
Un petit coin de paradis dans le 20ème ! Petit appartement qui fait grand car il est très bien agencé et bénéficie d'une charmante petite terrasse qui donne de la profondeur à l'appartement. Le lit en hauteur est excellent. Une déco parisienne est très sympa. Propreté impeccable. Une tonne de commerces bio à proximité. Un super séjour !,1,french,fr-en,A small corner of paradise in the 20th ! Small apartment which is great because it is very well arranged and enjoys a lovely small terrace which gives depth to the apartment. The bed height is excellent. A deco in paris was very nice. Impeccable cleanliness. A ton of shops bio to close. A super stay !
"Math est gentil mais un peu trop soucieux à cause de problèmes qu'il a pu avoir dans le passé avec d'anciens locataires. 
Le logement était niquel mais il aurait été bien qu'il y ait certains éléments de base qui soient disponibles (café, savon pour la douche ?). 

Mais sinon top, lit agréable, appartement calme et confortable ! :) Je recommande. ",1,french,fr-en,"Math is nice but a little too anxious because of the problems they have had in the past with former tenants. 
The housing was niquel but it would have been although there are some basic elements that are available (coffee, soap for the shower ?). 

But otherwise, top, bed, nice, quiet apartment and comfortable ! :) I recommend. "
"Très bien, propre et  fonctionnel, le seul truc qui m a manque était un sac poubelle mais c'est un détail sans importance :)",1,french,fr-en,"Very good, clean, and functional, the only thing that m was missing was a trash bag, but this is a detail without importance :)"
"Appartement très bien situé à côté de toutes commodités et de la station de métro 
Appartement très propre 
Math est très accueillant 
et il est très facile de communiquer avec lui 
Je recommande vivement cet appartement",1,french,fr-en,"Apartment very well located next to all amenities and the metro station 
Very clean apartment 
Math is very welcoming 
and it is very easy to communicate with him 
I would highly recommend this apartment"
"Après quelques péripéties pour récupérer les clés, Math s'est avéré être un hôte disponible et attentionné. Le studio est refait à neuf, très propre et bien équipé, le quartier agréable. Excellent rapport qualité/prix",1,french,fr-en,"After a few twists and turns to get the keys, Math proved to be a host, available and attentive. The studio is renovated, very clean and well equipped, nice area. Excellent quality/price ratio"
Excellent accueil et parfait appartement parisien!! Recommandé à 100% !,1,french,fr-en,Excellent host and perfect apartment in paris!! Recommended 100% !
"Un vrai petit coin de Paradis à Paris ! C'est mon deuxième séjour et c'est avec grand plaisir que je suis revenue dans ce petit studio, très bien agencé, très propre dans lequel on dort bien. Matthieu est très sérieux et fiable. Merci ! et je reviendrai !",1,french,fr-en,"A true little corner of Paradise in Paris ! This is my second stay and it is with great pleasure that I'm back in this little studio, very well arranged, very clean in which one sleeps well. Matthew is a very serious and reliable. Thank you ! and I will be back !"
Super séjour ! L’apartement est conforme à la description ! Je recommande !!,1,french,fr-en,Great stay ! The apartment conforms to the description ! I recommend !!
Un petit coin de Paradis qui porte bien son nom. Super petit studio ! Quartier bobo sympa! Math est très sympa.,1,french,fr-en,A small corner of Paradise that bears his name. Great little studio ! District bobo nice! Math is very nice.
"Accueil sympa  de Math, appartement petit mais agréable, très calme, très propre et bien placé.",1,french,fr-en,"Home cool Math, small but nice apartment, very quiet, very clean and well placed."
"Le logement est très bien situé, en plein milieu des commerces.
Quartier vivant et agréable.
Le logement de Math est très calme et fonctionnel, conforme à la description.
Math est réactif pour répondre, aimable et accommodant pour les horaires d'arrivée.",1,french,fr-en,"The accommodation is very well located, right in the middle of the shops.
Lively and pleasant.
The housing of Math is very quiet and functional, and conform to the description.
Math is reactive to respond, friendly and accommodating to arrival times."
L'appartement est très bien situé et a tout le nécessaire pour passer un bon séjour. Mathieu est très gentil et disponible pour toute question. Il y a eu cependant des petits problèmes de communication entre nous avant mon arrivée et je trouve dommage de proposer un check-in à 17h alors que l'annonce stipule 15h. C'est un de mes critères de choix. Sinon j'ai passé un excellent séjour alors merci Mathieu!,1,french,fr-en,"The apartment is very well located and has everything you need for a good stay. Mathieu is very nice and available to answer any questions. However, there were small communication problems between us before my arrival, and I find it a pity to offer a check-in 17h, while the ad states 15. This is one of my selection criteria. Otherwise I had a great stay so thank you Mathieu!"
