"Het appartement beantwoordde precies aan onze verwachtingen: het uitzicht op de Eiffeltoren over de Parijse huizen,zowel vanuit het woon/slaapgelegenheid als vanuit de keuken, is zo leuk! Je voelt je meteen Parijzenaar. De kamer is smaakvol ingericht, rustig wit met mooie details aan het plafond. Het bed ligt heerlijk en de omgeving is stil, je hebt een goede nachtrust na een dag in druk Parijs. WiFi werkt goed. In de straat zelf zit een heerlijk bakkertje voor het croissantjes 's ochtends vroeg, om de hoek een boucherie en een fromagerie! Met de metro is alles zo te bereiken! Een aardige gastvrouw, dus kortom, een echte aanrader! Katja en Lenneke",1,dutch,
"De ruimte had alles wat we nodig hadden. Wij hoefden niets te regelen of te vragen, want Guy had alles voor ons geregeld. De studio is heel fijn gelegen in een leuke buurt, maar toch hadden we geen last van geluidsoverlast. ",1,dutch,
We hebben een zalig weekend gehad in Parijs. De ontvangst was zeer goed en het appartement was op alles voorzien. De locatie was super en zeer goed gelegen om Parijs te bezoeken. Een echte aanrader!,1,dutch,
"Een klein, knus appartement. In de regio van de sacre coeur. Om Parijs centrum te bereiken is er een metro gelegen op wandelafstand.
Er werd ons een parkingplaats ondergronds geregeld voor 10€ per dag dicht bij het appartement.
Zeker een aanrader, hoge gastvrijheid en zeer vriendelijk in omgang.",1,dutch,
Zeer goede locatie !  En praktisch met de ondergrondse garage. Top,1,dutch,
"Heerlijk gelegen in het centrum en vooral dichtbij alles (metro, winkels, bakker, bezienswaardigheden)! Goede communicatie met de verhuurder en de woning was voor ons, een groep van 4, perfect!",1,dutch,
"Perfecte locatie, slechts 2min stappen naar metro. En zeer gastvrij, want parking nog een extra dag kunnen gebruiken.",1,dutch,
Een mooi appartement op een goede locatie.  Fabio had heel attent de koelkast gevuld met drinken. Een volgende keer verblijven wij weer graag in zijn knusse appartement.,1,dutch,
"Er was een vriendelijk meisje aanwezig om ons te ontvangen en uitleg te geven. Alles is in het appartement aanwezig, inclusief wasmachine en droger, tot en met een haarföhn. Mooie houten vloer, grote ramen dus veel licht en 's nachts heel stil. Fabio kwam voor ons vertrek even langs om kennis te maken en begeleidde ons naar een parkje waar we onze hond konden uitlaten. Heel sympathiek.",1,dutch,
Marc is een hele aardige behulpzame jongeman die heel goed zijn best heeft gedaan om ons verblijf zo aangenaam mogelijk te maken. Het is heel fijn zo dichtbij Gare du Nord en heerlijk indiaas eten om de hoek!,1,dutch,
Perfecte locatie en Marc is attent en altijd bereikbaar.,1,dutch,
We hebben een zeer fijne tijd gehad in het appartement van Clément en Alix. Mooi verzorgd appartement met mooie en gezellige kamers. Alles was in orde en als extraatje had je een heel mooi zicht op Parijs. De communicatie verliep heel vlot en Clément en Alix volgden alles goed op. Wij zouden zeker nog eens terug komen!,1,dutch,
"Ik vond dit appartement niet geschikt voor 4 personen.
Er is 1 bed voor 2 personen en daarnaast nog 1 divanbed maar dit is geen volwaardig bed.  Ook is het appartement te duur volgens de oppervlakte.Een kleine keuken, eigenlijk eerder een studio dan een appartement. ",1,dutch,
"Goed verzorgd appartement in een multi culturele buurt nabij Gare du Nord, en tussen La Chapelle en Max Dormoy. Een leuke bijkomstigheid was dat op de dag van onze aankomst er festiviteiten bezig waren ter ere van Ganesh. Dit leverde al gelijk mooie plaatjes op. 
De communicatie met Florence was perfect en het appartement een heerlijk """"home away from home"""".
In de buurt zitten leuke restaurants, een hele goede bakker, een overdekte markt, kleine supermarktjes die ook tot laat open zijn en natuurlijk, barretjes. 
Wij zijn er iedere dag redelijk vroeg op uit gegaan, om na de lunch te gaan rusten in het appartement om vervolgens 's avonds weer een andere wijk of bezienswaardigheid te bezoeken. Al met al een paar heerlijke dagen gehad.",1,dutch,
"Vriendelijke gastvrouw die zeer snel reageert op vragen. Gezellig twee persoons appartementje, dicht bij trein en metro. De buurt, achter Gare du Nord, is ietwat versloeberd. Niet onveilig overigens.",1,dutch,
"Zeer gastvrije verhuurder. Het duplex appartement was bewoond gedurende het verblijf, maar de verhuurder bleef zeer teruggetrokken en gaf ons veel ruimte. Montmartre is een gezellige uitgaansbuurt met veel restaurants en boetiekjes.",1,dutch,
Marc is geweldig joviaal en gastvriendelijk. De ontvangst was hartelijk en relaxed. Alle benodigdheden voor een aangenaam verblijf waren aanwezig.,1,dutch,
"Een uitstekend appartement op 30 minuten van het centrum van Parijs. Ruim genoeg voor 2 personen. Met 2 aparte uitstekende bedden, een prettige badkamer en prima keuken. Netjes opgeruimd en schoon. Op loopafstand (3 minuten) 2 brasserieën voor een lekker ontbijt of goed diner.",1,dutch,
"Hoi,
Wij hebben echt genoten van ons driedaags verblijf in Parijs in het appartement van Carole. 
Carole was zeer stipt en correct in haar afspraken en ze was heel behulpzaam. We voelden ons heel welkom in haar gezellige appartement. 
Het appartement komt helemaal overeen met de omschrijving en de foto's. Alle comfort is aanwezig. De slaapbank is heel comfortabel. 
Carole was tijdens ons verblijf afwezig, dus we hadden het appartement voor ons alleen.
De trappen naar de zesde verdieping waren soms wel een opgave na een dagje ronddwalen in Parijs ;-)
Het appartement is interessant gelegen. Op 2 min van metrostation Gambetta en er zijn voldoende café's, winkels en restaurants in de buurt.
Het kerkhof van Père Lachaise ligt op wandelafstand en een absolute aanrader voor een ochtendlijk bezoek. 
Belleville is ook een aanrader: heel leuke ontspannen atmosfeer en ligt 20 minuten wandelen. Je kan daar super lekker eten bij Cyclo een Vietnamees restaurantje. Mooi panorama op Parijs.
Wij raden het appartement van Carole ten zeerste aan.
Marc en Joy






",1,dutch,
"We hebben een goede tijd gehad in het appartement van Carol en in Parijs. Enige opmerking is dat het een appartement is waar gerookt wordt en dat was niet zo aangenaam voor 2 niet-rokers. 
Verder goede ligging en makkelijk bereikbaar als je er de 106 trappen voor over hebt ;)",1,dutch,
"Bij aankomst werden we hartelijk ontvangen door de eigenaar, Teddy, en kregen we een rondleiding door de kamer en tips over wat er in de buurt te doen is. De kamer is netjes en schoon, alles wat je nodig kunt hebben is aanwezig. Het bed is een slaapbank, dat is even wennen maar we hebben er na een lange dag in Parijs prima op geslapen. De regendouche is heerlijk en werkt prima. In de buurt zijn meerdere supermarktjes en restaurants. Met 2 metro stations en een tramhalte vlakbij kun je vanaf hier prima Parijs ontdekken.",1,dutch,
Fijn appartement in een leuke buurt! Schoon en precies zoals op de foto's. Metrohalte is vlakbij waardoor je snel heel Parijs kan ontdekken. Thomas is erg aardig en goed bereikbaar. Hij heeft ons zelfs van het vliegveld opgehaald! Ik kan het iedereen aanraden.,1,dutch,
"Top Lage,  super Verkehrsverbindungen",1,dutch,
Erg leuk appartement met een top locatie! Candice heeft ook een leuk formulier liggen met eettips die zeer aan te raden zijn!,1,dutch,
Je recommande ce studio.,1,dutch,
"Even samenwonen met discrete, lieve mensen in multicolor Parijs. Prachtig terras!",1,dutch,
"Warme, hartelijke ontvangst door vader Harmenil, met een korte situering van de buurt. De studio is een perfecte uitvalsbasis voor een korte citytrip in Parijs. De ruimte was helemaal zoals beschreven, in een levendige buurt vlakbij het West station en ook niet ver van het centrum. Voldoet aan alle basisvoorwaarden: proper, goede bedden, perfecte douche en kleine kookgelegenheid en zeer goede bereikbaarheid. ",1,dutch,
"Het appartement was mooi en sfeervol ingericht, opgeruimd en er stond een lekkere fles wijn klaar.",1,dutch,
"Prettige, schone studio in gezellige buurt in rustig straatje.",1,dutch,
Klein appartement (12m2) met precies wat je nodig hebt als je komt om te slapen en verder in de stad bent. Slaapbank beneden en ruim bed op de vide. Handig als je met je dochter op reis bent.,1,dutch,
"Een mooi en leuk ingericht appartement in een prettige buurt. Goede uitvalsbasis voor Parijs, met ook veel mogelijkheden in de directe omgeving. ",1,dutch,
"Geweldige plek op een goede locatie.  De metro is dichtbij en er is een fietsstation bijna voor de deur. Ook zijn attracties als de Eiffeltoren en de Arc de Triomphe snel te bereiken. Myriam is heel aardig, open en gezellig.",1,dutch,
"Een heerlijk appartement op een perfecte locatie! 5 minuten van de Sacre Coeur en al haar prachtige straatjes om uit te gaan en te eten. Mooiste deel van Parijs! Er was goed contact met Charles en een duidelijke mail vooraf mbt het ophalen van de sleutels en dergelijke. Appartement zelf was groot en schoon!

",1,dutch,
"Een fijne ruimte met alle voorzieningen, schoon, sfeervol en uitnodigend. De locatie is vlak bij de metro en kleine winkeltjes. Pierre is behulpzaam, en altijd goed bereikbaar. De ruimte heeft een mooie persoonlijke touch en het is er erg rustig. dwz geen geluidsoverlast van welke vorm dan ook.",1,dutch,
Prima appartement op de bovenste verdieping. Prachtige uitvalsbasis voor een bezoek aan Parijs. Heerlijk om na een warme dag in de stad af te koelen en na te genieten op het prachtige dakterras.,1,dutch,
Geef van tevoren aan dat je gebruik wil maken van de parkeerplaats. Verder is er standaard plaats voor zes personen en niet 9. Je moet voor de extra mensen een bed organiseren. Het apartement is gezellig en ruim en heerljk rustig snachts.,1,dutch,
"Mooi, ruim en gezellig appartement met gratis parkeergelegenheid in een fijne buurt in Parijs. Tijdens de zomer kan je genieten van een prachtig dakterras. Winkels, restaurants en de metro binnen wandelafstand. We werden goed ontvangen en de eigenaars zijn bereikbaar in geval van vragen of problemen. De netheid van de keuken en de douche kan beter. Tijdens ons verblijf waren er geen badhanddoeken aanwezig.
Ondanks enkele minpunten hebben we heerlijk genoten van ons verblijf!",1,dutch,
"Goede ontvangst in appartement door Nathalie, nadat ik mijn aankomst in Parijs telefonisch aan haar had gemeld. Duidelijke afspraken. Appartement is zoals beschreven in de advertentie: klein en eenvoudig, maar prima voor verblijf van een paar dagen. Ook schoon. Buurt is goed: veel scholen maar ook winkeltjes en cafés. Butte aux Cailles op 10 minuten loopafstand: heel aantrekkelijke uitgaansplek voor jonge mensen. Zondagochtendmarkt op straat bij M Corvisart is een aanrader: veel lekkere dingen.",1,dutch,
Geweldige ervaring! Marie-Pascale is een geweldige hostes. Ze is ontzettend vriendelijk en behulpzaam en haar appartement heeft alles wat je nodig hebt,1,dutch,
