"Het appartement beantwoordde precies aan onze verwachtingen: het uitzicht op de Eiffeltoren over de Parijse huizen,zowel vanuit het woon/slaapgelegenheid als vanuit de keuken, is zo leuk! Je voelt je meteen Parijzenaar. De kamer is smaakvol ingericht, rustig wit met mooie details aan het plafond. Het bed ligt heerlijk en de omgeving is stil, je hebt een goede nachtrust na een dag in druk Parijs. WiFi werkt goed. In de straat zelf zit een heerlijk bakkertje voor het croissantjes 's ochtends vroeg, om de hoek een boucherie en een fromagerie! Met de metro is alles zo te bereiken! Een aardige gastvrouw, dus kortom, een echte aanrader! Katja en Lenneke",1,dutch,nl-en,"The apartment corresponded exactly to our expectations: the view on the eiffel tower over the Parisian houses,both from the living/sleeping area as well as from the kitchen, it is so much fun! You feel instantly parisian visits. The room is tastefully decorated, clean white with nice details on the ceiling. The bed is wonderful and the environment is quiet, you have a good night's sleep after a day in busy Paris. Wi-fi works well. In the street itself is a delicious bakkertje for the croissants early in the morning, to the corner of a boucherie and fromagerie! With the metro everything is so accessible! A nice hostess, so in short, a real must! Katja and Lenneke"
"De ruimte had alles wat we nodig hadden. Wij hoefden niets te regelen of te vragen, want Guy had alles voor ons geregeld. De studio is heel fijn gelegen in een leuke buurt, maar toch hadden we geen last van geluidsoverlast. ",1,dutch,nl-en,"The space had everything we needed. We did nothing to arrange or to ask, because the Guy had everything for us arranged. The studio is very nice and located in a nice neighborhood, but still we had no problems of noise. "
We hebben een zalig weekend gehad in Parijs. De ontvangst was zeer goed en het appartement was op alles voorzien. De locatie was super en zeer goed gelegen om Parijs te bezoeken. Een echte aanrader!,1,dutch,nl-en,We have a blessed weekend in Paris. The reception was very good and the apartment was to everything. The location was super and very well located to visit Paris. A real winner!
"Een klein, knus appartement. In de regio van de sacre coeur. Om Parijs centrum te bereiken is er een metro gelegen op wandelafstand.
Er werd ons een parkingplaats ondergronds geregeld voor 10€ per dag dicht bij het appartement.
Zeker een aanrader, hoge gastvrijheid en zeer vriendelijk in omgang.",1,dutch,nl-en,"A small, cozy apartment. In the region of the sacre coeur. To Paris city centre to reach there is a metro located within walking distance.
There was a parking space underground arranged for 10€ per day close to the apartment.
Definitely recommended, high hospitality and very friendly in handling."
Zeer goede locatie !  En praktisch met de ondergrondse garage. Top,1,dutch,nl-en,Very good location ! And practical with the underground garage. Top
"Heerlijk gelegen in het centrum en vooral dichtbij alles (metro, winkels, bakker, bezienswaardigheden)! Goede communicatie met de verhuurder en de woning was voor ons, een groep van 4, perfect!",1,dutch,nl-en,"Situated in the city center and especially close to everything (metro, shops, bakery, places of interest)! Good communication with the landlord and the house was for us, a group of 4, perfect!"
"Perfecte locatie, slechts 2min stappen naar metro. En zeer gastvrij, want parking nog een extra dag kunnen gebruiken.",1,dutch,nl-en,"Perfect location, only 2min steps to metro. And very welcoming, for parking an extra day."
Een mooi appartement op een goede locatie.  Fabio had heel attent de koelkast gevuld met drinken. Een volgende keer verblijven wij weer graag in zijn knusse appartement.,1,dutch,nl-en,"A nice apartment on a good location. Fabio was very helpful, the fridge stocked with drink. Next time we stay again happy in his cozy apartment."
"Er was een vriendelijk meisje aanwezig om ons te ontvangen en uitleg te geven. Alles is in het appartement aanwezig, inclusief wasmachine en droger, tot en met een haarföhn. Mooie houten vloer, grote ramen dus veel licht en 's nachts heel stil. Fabio kwam voor ons vertrek even langs om kennis te maken en begeleidde ons naar een parkje waar we onze hond konden uitlaten. Heel sympathiek.",1,dutch,nl-en,"There was a friendly girl present to receive us and give explanations. Everything is present in the apartment, including washing machine and dryer, and a hair dryer. Beautiful wooden floor, big windows so lots of light and at night very quiet. Fabio came for our departure to visit to get acquainted and guided us to a park where our dog could walk. Very sympathetic."
Marc is een hele aardige behulpzame jongeman die heel goed zijn best heeft gedaan om ons verblijf zo aangenaam mogelijk te maken. Het is heel fijn zo dichtbij Gare du Nord en heerlijk indiaas eten om de hoek!,1,dutch,nl-en,Marc is a very nice helpful young man who very well has done to make our stay as pleasant as possible. It is very nice very near to Gare du Nord and delicious indian food right around the corner!
Perfecte locatie en Marc is attent en altijd bereikbaar.,1,dutch,nl-en,Perfect location and Marc is attentive and always reachable.
We hebben een zeer fijne tijd gehad in het appartement van Clément en Alix. Mooi verzorgd appartement met mooie en gezellige kamers. Alles was in orde en als extraatje had je een heel mooi zicht op Parijs. De communicatie verliep heel vlot en Clément en Alix volgden alles goed op. Wij zouden zeker nog eens terug komen!,1,dutch,nl-en,"We have a very fine time in the apartment of Clement and Alix. Beautiful apartment with beautiful and cozy rooms. Everything was in order and as a bonus you had a very nice view on Paris. The communication went very smoothly and Clément and Alix followed, all is well. We would definitely come back!"
"Ik vond dit appartement niet geschikt voor 4 personen.
Er is 1 bed voor 2 personen en daarnaast nog 1 divanbed maar dit is geen volwaardig bed.  Ook is het appartement te duur volgens de oppervlakte.Een kleine keuken, eigenlijk eerder een studio dan een appartement. ",1,dutch,nl-en,"I found this apartment not suitable for 4 persons.
There is 1 bed for 2 persons and 1 sofa bed but this is not a fully-fledged bed. Also, the apartment is too expensive, according to the surface.A small kitchen, actually more like a studio than an apartment. "
"Goed verzorgd appartement in een multi culturele buurt nabij Gare du Nord, en tussen La Chapelle en Max Dormoy. Een leuke bijkomstigheid was dat op de dag van onze aankomst er festiviteiten bezig waren ter ere van Ganesh. Dit leverde al gelijk mooie plaatjes op. 
De communicatie met Florence was perfect en het appartement een heerlijk """"home away from home"""".
In de buurt zitten leuke restaurants, een hele goede bakker, een overdekte markt, kleine supermarktjes die ook tot laat open zijn en natuurlijk, barretjes. 
Wij zijn er iedere dag redelijk vroeg op uit gegaan, om na de lunch te gaan rusten in het appartement om vervolgens 's avonds weer een andere wijk of bezienswaardigheid te bezoeken. Al met al een paar heerlijke dagen gehad.",1,dutch,nl-en,"Well looked after apartment in a multi cultural neighborhood near Gare du Nord, and between La Chapelle and Max Dormoy. A nice touch was that on the day of our arrival festivities were in honor of Ganesh. This resulted in all nice pictures. 
The communication with Florence was perfect and the apartment a great ""home away from home"""".
In the neighbourhood are nice restaurants, a very good bakery, an indoor market, small supermarkets which are also open until late and of course, bars. 
We are there every day pretty early went out, after lunch to rest in the apartment and then again in the evening a different district or landmark to visit. All in all, a few wonderful days."
"Vriendelijke gastvrouw die zeer snel reageert op vragen. Gezellig twee persoons appartementje, dicht bij trein en metro. De buurt, achter Gare du Nord, is ietwat versloeberd. Niet onveilig overigens.",1,dutch,nl-en,"Friendly hostess and very, very quickly responds to questions. Cosy two bed apartment, close to train and metro. The neighborhood behind the Gare du Nord, is slightly versloeberd. Not unsafe though."
"Zeer gastvrije verhuurder. Het duplex appartement was bewoond gedurende het verblijf, maar de verhuurder bleef zeer teruggetrokken en gaf ons veel ruimte. Montmartre is een gezellige uitgaansbuurt met veel restaurants en boetiekjes.",1,dutch,nl-en,"Very hospitable landlord. The duplex apartment was occupied during the stay, but the landlord remained very withdrawn and gave us plenty of space. Montmartre is a lively area with many restaurants and boutiques."
Marc is geweldig joviaal en gastvriendelijk. De ontvangst was hartelijk en relaxed. Alle benodigdheden voor een aangenaam verblijf waren aanwezig.,1,dutch,nl-en,"Marc is a great, jovial and hospitable. The reception was warm and relaxed. All the necessities for a pleasant stay were present."
"Een uitstekend appartement op 30 minuten van het centrum van Parijs. Ruim genoeg voor 2 personen. Met 2 aparte uitstekende bedden, een prettige badkamer en prima keuken. Netjes opgeruimd en schoon. Op loopafstand (3 minuten) 2 brasserieën voor een lekker ontbijt of goed diner.",1,dutch,nl-en,"An excellent apartment, 30 minutes from the centre of Paris. Spacious enough for 2 persons. With 2 separate quality beds, a nice bathroom and great kitchen. Neat, tidy and clean. Within walking distance (3 minutes) 2 eateries for a tasty breakfast or a good dinner."
"Hoi,
Wij hebben echt genoten van ons driedaags verblijf in Parijs in het appartement van Carole. 
Carole was zeer stipt en correct in haar afspraken en ze was heel behulpzaam. We voelden ons heel welkom in haar gezellige appartement. 
Het appartement komt helemaal overeen met de omschrijving en de foto's. Alle comfort is aanwezig. De slaapbank is heel comfortabel. 
Carole was tijdens ons verblijf afwezig, dus we hadden het appartement voor ons alleen.
De trappen naar de zesde verdieping waren soms wel een opgave na een dagje ronddwalen in Parijs ;-)
Het appartement is interessant gelegen. Op 2 min van metrostation Gambetta en er zijn voldoende café's, winkels en restaurants in de buurt.
Het kerkhof van Père Lachaise ligt op wandelafstand en een absolute aanrader voor een ochtendlijk bezoek. 
Belleville is ook een aanrader: heel leuke ontspannen atmosfeer en ligt 20 minuten wandelen. Je kan daar super lekker eten bij Cyclo een Vietnamees restaurantje. Mooi panorama op Parijs.
Wij raden het appartement van Carole ten zeerste aan.
Marc en Joy






",1,dutch,nl-en,"Hi,
We have really enjoyed our three day stay in Paris in the apartment of Carole. 
Carole was very prompt and correct in its appointments, and she was very helpful. We felt very welcome in her cosy apartment. 
The apartment completely corresponds to the description and the photos. All comfort is present. The sofa bed is very comfortable. 
Carole was during our stay absent, so we had the apartment for us only.
The stairs to the sixth floor were sometimes a problem after a day of wandering in Paris ;-)
The apartment is interestingly located. At 2 min from the Gambetta metro station and there are plenty of café's, shops and restaurants in the neighborhood.
The cemetery of Père Lachaise is within walking distance and an absolute must for a ochtendlijk visit. 
Belleville is also a must: nice relaxed atmosphere and is located a 20-minute walk. Where you can get super tasty food at Cyclo, a Vietnamese restaurant. Beautiful panorama of Paris.
We recommend the apartment of Carole highly recommend it.
Marc and Joy






"
"We hebben een goede tijd gehad in het appartement van Carol en in Parijs. Enige opmerking is dat het een appartement is waar gerookt wordt en dat was niet zo aangenaam voor 2 niet-rokers. 
Verder goede ligging en makkelijk bereikbaar als je er de 106 trappen voor over hebt ;)",1,dutch,nl-en,"We have had a good time in the apartment of Carol and in Paris. Only comment is that the apartment is where it is smoked and that was not so pleasant for 2 non-smokers. 
Furthermore, good location and easy to reach if you put the 106 stairs for about have ;)"
"Bij aankomst werden we hartelijk ontvangen door de eigenaar, Teddy, en kregen we een rondleiding door de kamer en tips over wat er in de buurt te doen is. De kamer is netjes en schoon, alles wat je nodig kunt hebben is aanwezig. Het bed is een slaapbank, dat is even wennen maar we hebben er na een lange dag in Parijs prima op geslapen. De regendouche is heerlijk en werkt prima. In de buurt zijn meerdere supermarktjes en restaurants. Met 2 metro stations en een tramhalte vlakbij kun je vanaf hier prima Parijs ontdekken.",1,dutch,nl-en,"Upon arrival we were warmly welcomed by the owner, Teddy, and we were given a tour around the room and tips on what will happen in the near to do. The room is neat and clean, everything you need is present. The bed is a sofa bed, that is a little getting used to but we have after a long day in Paris, great central location to. The rain shower is wonderful and works fine. In the neighborhood there are several supermarkets and restaurants. With 2 metro stations and a tram stop nearby you can fine here the discovery of Paris."
Fijn appartement in een leuke buurt! Schoon en precies zoals op de foto's. Metrohalte is vlakbij waardoor je snel heel Parijs kan ontdekken. Thomas is erg aardig en goed bereikbaar. Hij heeft ons zelfs van het vliegveld opgehaald! Ik kan het iedereen aanraden.,1,dutch,nl-en,Nice apartment in a nice neighborhood! Clean and exactly as on the photos. Metro stop is nearby so that you can quickly the whole of Paris to explore. Thomas is very nice and easily accessible. He has given us even from the airport! I can recommend it to everyone.
"Top Lage,  super Verkehrsverbindungen",1,dutch,de-en,"Top location, super transport links"
Erg leuk appartement met een top locatie! Candice heeft ook een leuk formulier liggen met eettips die zeer aan te raden zijn!,1,dutch,nl-en,Very nice apartment with a top location! Candice also has a nice form with eettips experience that is highly recommended!
Je recommande ce studio.,1,dutch,fr-en,I recommend this studio.
"Even samenwonen met discrete, lieve mensen in multicolor Parijs. Prachtig terras!",1,dutch,nl-en,"Just live together with discreet, sweet people in multicolor Paris. Beautiful terrace!"
"Warme, hartelijke ontvangst door vader Harmenil, met een korte situering van de buurt. De studio is een perfecte uitvalsbasis voor een korte citytrip in Parijs. De ruimte was helemaal zoals beschreven, in een levendige buurt vlakbij het West station en ook niet ver van het centrum. Voldoet aan alle basisvoorwaarden: proper, goede bedden, perfecte douche en kleine kookgelegenheid en zeer goede bereikbaarheid. ",1,dutch,nl-en,"Warm, friendly welcome by father Harmenil, with a short description of the area. The studio is a perfect base for a short city break in Paris. The space was completely as described, in a lively area near the West station and also not far from the city centre. Meets all the basic requirements: clean, good beds, perfect shower and small cooking facilities and very good accessibility. "
