"Nous avons apprécié notre séjour chez Nadège, en particulier l'emplacement a 5mn du metro, le fait de pouvoir prolonger notre séjour d'une demie journée, et le parking prive gratuit en sous sol pour la voiture.
Sympathique également, le fait de pouvoir faire un expresso après avoir couru dans Paris.
Nous n'avons pas pu rencontrer Nadège (de notre fait, car Nadège était disponible), mais la communication était très facile et a permis de résoudre les questions de logistique auxquelles nous avons fait face.",1,french,fr-en,"We enjoyed our stay at Nadège, in particular, the location was 5 minutes from the metro, the fact of being able to extend our stay by half a day, and the private parking free of charge in the basement for the car.
Friendly also, the fact of being able to make espresso after having run in Paris.
We have not been able to meet Nadège (from our fact, because Nadège was available), but the communication was very easy and was able to solve the logistics issues that we have faced."
"Appartement tres zen, dans un quartier assez calme et dans une résidence sécurisée avec un très bon accueil.",1,french,fr-en,"Apartment very zen, in a fairly quiet area and in a secured residence with a very good reception."
"Accueil sympathique et chaleureux. Appartement très propre, très agréable, bien situé, literie confortable, le parking est aussi un atout non négligeable. Je recommande .",1,french,fr-en,"Friendly welcome and warm. Very clean apartment, very nice, well located, comfortable beds, parking is also an important asset. I recommend ."
"Accueillis par la maman de Nadège, appartement très bien situé, environnement et quartier agréable avec station de métro proche, le parking nous a été très utile.",1,french,fr-en,"Greeted by the mother of Nadege, apartment very well located, the environment, and nice neighborhood with metro station nearby, the parking was very useful to us."
"L'appartement est très bien situé, très propre, on s'y sent bien ! on a eu un super accueil de la part de Nadège! Le parking est vraiment un plus dans ce quartier",1,french,fr-en,"The apartment is very well located, very clean, it feels good ! we had a great welcome from Nadege! The parking is really a plus in this neighborhood"
Séjour agréable,21,french,fr-en,Pleasant stay
"Appartement conforme à la description. J'ai apprécié, outre l'espace dans l'appartement, son emplacement (à proximité des commerces et métro) et son parking gratuit. Bonne expérience",1,french,fr-en,"Apartment conform to the description. I enjoyed, in addition to the space in the apartment, its location (close to shops and the metro, and free parking. Good experience"
"Appartement très propre.
Nadège est très disponible pour s'ajuster aux heures d'arrivée et de départ.
Appartement très bien situé à 20 mn de Chatelet.
Rue très calme à 2 pas de Belleville et de son charme.
Nous étions 2 adultes et 2 enfants, c'est parfait.
Nous reviendrons",1,french,fr-en,"Very clean apartment.
Nadège is very available to adjust to the hours of arrival and departure.
Apartment very well located 20 minutes from Chatelet.
Very quiet street 2 steps from Belleville and its charm.
We were 2 adults and 2 children, this is perfect.
We will be back"
"Très bien placé ( espace vert, jeux pour enfants, proche métro). Logement très propre, lits fait à notre arrivée !!! Un grand merci à Nadège, mais aussi à Simone et Fatima.",1,french,fr-en,"Very well placed ( green space, playground for children, close to metro). Accommodation very clean, beds made on our arrival !!! A big thank you to Nadege, but also to Simone and Fatima."
"Très bon accueil. Prestations et standing conformes à ce qui est annoncé. Appartement bien situé, proche de la station. Commerces à proximité. Parfait.",1,french,fr-en,"Very good reception. Benefits and standing in line with what is announced. Apartment well located, close to the station. Shops nearby. Perfect."
"Conforme à la description et proches de tout (commerces, restaurants, sites à visiter etc. ). La literie de la chambre est exceptionnelle de confort. Séjour trés apprécié. Nous recommandons cet appartement !",1,french,fr-en,"Conform to the description and close to everything (shops, restaurants, sites to visit etc ). The bedding of the room is exceptional comfort. Stay very appreciated. We recommend this apartment !"
Appartement dans une résidence particulièrement calme. Nadège est très réactive. Elle se rend disponible et est pleine de bons conseils. Je recommande!,1,french,fr-en,Apartment in a residence in a particularly quiet. Nadège is very responsive. It makes available and is full of good advice. I recommend!
