Nous sommes resté dans l’appartement d’Ariane 3 nuits et c’était parfait. L’appartement correspond exactement aux photos. Il est très bien situé avec plusieurs stations de métro autour donc super pratique pour se déplacer dans Paris. Ariane a été très rapide dans ses réponses à toutes nos questions. Nous recommandons son appartement sans problème. Merci pour tout Ariane et bonne continuation sur AirBnB. Stephane,1,french,fr-en,We stayed in the apartment of Ariane 3 nights and it was perfect. The apartment corresponds exactly to the photos. It is very well located with several metro stations around so super convenient to get around Paris. Ariane has been very quick in her responses to all our questions. We recommend his apartment without a problem. Thank you for all the Ariane and good luck on AirBnB. Stephane
"L'appartement d'Ariane est cosy, très central et cependant au calme. Ariane a été arrangeante sur mes horaires d'arrivée et de départ ce qui a beaucoup facilité mon voyage. De plus la communication a été très facile (Ariane est super réactive sur les messages). Je reviendrai.",1,french,fr-en,"The apartment Ariane is cozy, very central and however quiet. Ariane has been arrangeante on my arrival and departure which was greatly facilitated my journey. In addition the communication was very easy (Ariane is super responsive on messages). I will be back."
"Accueil à la hauteur de mes espérances, Greg est un hôte avenant et qui plus est sympathique. Idéalement situé, l'appartement offre un point de chute idéal pour visiter Paris. Ce dernier est très agréablement aménagé et décoré avec gout à la fois moderne et épuré avec un petit plus pour le charme luxuriant du jardinet fort agréable pour les petits déjeuners ensoleillés. ",1,french,fr-en,"Welcome to the height of my expectations, Greg is a host protocol, and that more is friendly. Ideally located, the apartment offers an ideal starting point to visit Paris. This last is very nicely designed and tastefully decorated to be both modern and sleek with a little more to the charming lush garden very pleasant for breakfasts and sunny. "
"merci beaucoup gregory super appartement gros coup de cœu (Website hidden by Airbnb) commerce ,  marche, station de metro a cote   pour les taxis 5 minutes de marche pour allé a bastille    simplement pensé a mettre des documents en Français  car  les gens de  regions francaise viennent aussi et ne connaissent pas pari (Website hidden by Airbnb) pour une premiere  experience merci a airbnb (malgrés les controls peut etre trop rigoureux) et gregory  que j ai hate de voir sur la region paca      merci  eric et sa famille",1,french,fr-en,"thank you so much gregory super apartment big blow of heart of san francisco's (Website hidden by Airbnb) trade , market, metro station next to the taxi 5 minutes walking to gone to a bastille just thought a set of documents in French because the people of the regions of French come too, and do not know't bet (Website hidden by Airbnb) for a first time experience thanks to airbnb (although the controls can be too stringent), and gregory that I hate to see on the region paca thanks eric and his family"
"Nous tenons à remercier Gregory pour son amabilité et sa courtoisie. Nous avons été très touchés par son acceuil chalheureux et sa générosité.
Nous avons aimé aussi l'appartement, son style très cosy et ses comodités. On adorait y prendre le ptit déj (on prenait vraiment notre temps). Nous avons aussi apprécié la proximité des commerces (boulangerie, supermarché en face,..).
Nous aimerions avoir Gregory comme hote la prochaine fois que nous serons à Paris, cette fois en été inchallah. ",1,french,fr-en,"We would like to thank Gregory for his kindness and his courtesy. We were very touched by his reception chalheureux and his generosity.
We also loved the apartment, its style, its cozy rooms and its amenities. We loved to take the ptit déj (it was really taking our time). We also enjoyed the proximity of shops (bakery, supermarket opposite,..).
We would like to have Gregory as host the next time we'll be in Paris, this time in the summer inshallah. "
"Merci Grégory pour cet accueil tu as appartement superbe et agréable j'hésiterais pas a revenir vers toi pour un prochain séjour!!! Merci
Nico",1,french,fr-en,"Thank you Gregory for this home you have apartment gorgeous and pleasant I would not go back to you for a next stay!!! Thank you
Nico"
"Magnifique appartement , très bien situé, fonctionnel, cosy, équipé, décoré avec goût ! Nous avons passé un bon week end et nous reviendrons c'est certain ! Gregory est Tres agréable, disponible et efficace ! Au plaisir ;-)",1,french,fr-en,"Beautiful apartment , very well located, functional, cozy, equipped, decorated with taste ! We had a great weekend and we will be back that's for sure ! Gregory is Very pleasant, available and efficient ! At pleasure ;-)"
"Que dire de Gregory , Tout simplement un Hote de Qualité, Disponible, Attentionné avec une Bouteille de bienvenue à l'arrivée.
Superbe appartement Propre et décoré avec goût. 
L'espace extérieur et fort agréable, une sensation de campagne au coeur de Paris sans un bruit.
Le Quartier est fort agréable, et l'appartement et situé idéalement dans Paris.
Une Chose est sûre vous pouvez vous rendre chez Gregory les yeux fermés. 
Nous reviendrons...",1,french,fr-en,"That saying of Gregory , just a Host of Quality, Available, Attentive, with a Bottle of welcome on arrival.
Superb apartment, Clean and decorated with taste. 
The outside space and very pleasant, a feeling of countryside in the heart of Paris without a sound.
The Neighborhood is very nice, and the apartment and ideally located in Paris.
One Thing is for sure you can go in Gregory's eyes closed. 
We will come back..."
"Appartement très bien décoré et de goût avec une petite terrasse très agréable. Hôte très à l'écoute et très attentionné.
À recommander sans aucune hésitation ",1,french,fr-en,"Apartment very well decorated and tasteful with a small terrace very pleasant. Host very responsive and very attentive.
Recommend without any hesitation "
"Ravissant appartement idéalement situé, avec tous les équipements dont on pourrait avoir besoin, avec même un petit patio extérieur.. je ne peux que vivement recommander!",1,french,fr-en,"Charming apartment ideally located with all the facilities one might need, with even a small outdoor patio.. I can only strongly recommend it!"
