"term","estimate","std.error","statistic","p.value"
"(Intercept)",-52.2447797731373,26.2205760480783,-1.99251075481106,0.0463209704505888
"host_since",-0.000574991603179231,0.000329077648545019,-1.74728245969149,0.0805950551072506
"host_response_timeN/A",-3.02738044261375,2.64848836369326,-1.14305974838875,0.253019758859371
"host_response_timewithin a day",4.5771831620158,2.34937352297467,1.94825689370176,0.0513903307527135
"host_response_timewithin a few hours",5.89524398625337,2.59581951870154,2.2710531081923,0.0231483830291351
"host_response_timewithin an hour",4.45066820480961,2.6199753512634,1.69874430408798,0.0893741626025688
"host_response_rate",-0.513553657954811,0.259144480731921,-1.98172716819723,0.0475157525231434
"host_is_superhostt",9.70497813537767,0.717396450599961,13.5280542958658,1.28428938308858e-41
"host_total_listings_count",0.0798686240229786,0.00311514960420272,25.6387763577152,5.8738015471098e-144
"zipcode75000",41.0615996170261,31.8125927264597,1.29073414323988,0.196802395370383
"zipcode75001",60.1794230066082,25.3470856975008,2.37421468190884,0.0175904185438817
"zipcode75002",48.8615486652319,25.3706386371124,1.92590929081922,0.0541218827527131
"zipcode75003",51.0060509980384,25.2669510325389,2.01868642292268,0.0435256373156376
"zipcode75004",56.9351894347217,25.1622459388029,2.2627228735143,0.0236574397786485
"zipcode75005",29.5446756622021,25.1177159685091,1.17624849724566,0.239501702609109
"zipcode75006",43.238527231312,25.3269340985404,1.70721521456495,0.0877888349862728
"zipcode75007",43.8536336229343,25.3287752947108,1.73137599874763,0.0833914575741391
"zipcode75008",55.2355472005126,25.3347254871993,2.18023073620518,0.0292454345395197
"zipcode75009",38.7982028376871,25.3191341922749,1.53236688676048,0.125438829881447
"zipcode75010",30.1323407671879,25.3082183025499,1.19061485905359,0.233810985488344
"zipcode75011",29.2917423623177,25.264865085998,1.1593864547708,0.246304738890358
"zipcode75012",20.5758823895122,25.2006834516074,0.816481125562482,0.41422926022672
"zipcode75013",3.92154973325911,25.1562106888611,0.155887934862763,0.876122042552879
"zipcode75014",15.9617556235172,25.1878467089112,0.633708621780284,0.526274161316363
"zipcode75015",35.0499206276406,25.4596725769299,1.37668387217991,0.168616735633011
"zipcode75016",71.0973873140128,26.4146212602322,2.6915921532084,0.00711376721001369
"zipcode75017",46.6346519307677,25.3882802860699,1.83685745569602,0.0662374163917133
"zipcode75018",21.370854318513,25.3776655802297,0.842112693578948,0.399729273235754
"zipcode75019",18.9268496049332,25.3348913679737,0.747066538791595,0.455027231627805
"zipcode75020",17.4561662222171,25.3585438772772,0.688374155341739,0.491220680691395
"zipcode75106",72.4592337817644,50.8434086522522,1.4251450817815,0.154122080752926
"zipcode75116",63.1557918612223,26.287056859602,2.40254328198606,0.0162854608963718
"property_typeBed and breakfast",20.9083407119558,3.11057979273571,6.72168602161696,1.81733572765545e-11
"property_typeBoutique hotel",63.5905455370903,2.45836968563864,25.8669580529629,1.77624010053226e-146
"property_typeCondominium",0.397628467801025,1.315761441496,0.302204073824302,0.762497870938869
"property_typeHotel",17.4581801211968,3.69909371094025,4.71958308857205,2.37025761717565e-06
"property_typeHouse",30.314067255514,1.97502400944097,15.3487082236,4.89878373615317e-53
"property_typeLoft",20.1964537175644,1.45377965495046,13.8923760893136,8.64738401934743e-44
"property_typeOther",13.5879668858418,2.89979451276277,4.68583785024682,2.79617186635254e-06
"property_typeServiced apartment",30.4721020946605,2.46320622309272,12.3709098365304,4.27338589408529e-35
"room_typePrivate room",-16.1703699968121,0.710884843567428,-22.7468205900473,6.61588952812862e-114
"room_typeShared room",-29.8051189348991,2.37127089158352,-12.5692593961694,3.57609103987085e-36
"accommodates",15.7906979331691,0.208376158519683,75.7797727213478,0
"bathrooms",-5.15724556752056,0.481892075872482,-10.7020758915431,1.0703010748316e-26
"bedrooms",14.8953296973234,0.371136230099521,40.1343994180498,0
"bed_typePull-out Sofa",0.381567269785994,1.89465456976104,0.201391470443142,0.840393378410341
"bed_typeReal Bed",5.20614162466252,1.68512228851849,3.08947407564089,0.00200631239542142
"guests_included",1.40129223964398,0.255022053239655,5.49478847747776,3.93257032013398e-08
"minimum_nights",-0.2752332688252,0.0945982668368837,-2.90949589277133,0.00362186227889061
